Type,Server,Category,Name,Description,Status,Path,Created,LastUpdated
Tool,coderef-workflow,Standards & Quality,establish_standards,Scan and generate standards,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py,,
Tool,coderef-workflow,Standards & Quality,generate_quickref_interactive,Generate universal quickref,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py,,
Tool,papertrail,UDS Validation,check_all_docs,Validate all docs,active,C:\Users\willh\.mcp-servers\papertrail\src\papertrail\server.py,,
Tool,papertrail,UDS Validation,check_all_resource_sheets,Validate all sheets,active,C:\Users\willh\.mcp-servers\papertrail\src\papertrail\server.py,,
Tool,papertrail,UDS Validation,validate_document,Validate any document,active,C:\Users\willh\.mcp-servers\papertrail\src\papertrail\server.py,,
Tool,papertrail,UDS Validation,validate_resource_sheet,Validate resource sheet,active,C:\Users\willh\.mcp-servers\papertrail\src\papertrail\server.py,,
Validator,papertrail,Core,BaseUDSValidator,Base class for all UDS validators,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\base.py,2026-01-10T02:45:59-05:00,2026-01-13T01:35:42-05:00
Validator,papertrail,Core,GeneralMarkdownValidator,Validator for general markdown documents.,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\general.py,2026-01-10T02:45:59-05:00,2026-01-10T05:26:01-05:00
Validator,papertrail,Core,StubValidator,Validator for stub.json files.,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\stub.py,2026-01-13T00:05:22-05:00,2026-01-13T00:05:22-05:00
Validator,papertrail,Documentation,FoundationDocValidator,Validates foundation documentation generated by coderef-docs,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\foundation.py,2026-01-10T02:45:59-05:00,2026-01-13T01:35:42-05:00
Validator,papertrail,Documentation,QuickrefValidator,Validates quickref/quickstart documents,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\user_facing.py,2026-01-10T02:45:59-05:00,2026-01-13T01:35:42-05:00
Validator,papertrail,Documentation,ResourceSheetValidator,Validator for resource sheet documentation files.,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\resource_sheet.py,2026-01-11T16:21:43-05:00,2026-01-13T00:05:22-05:00
Validator,papertrail,Documentation,StandardsDocValidator,Validator for standards documentation files.,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\standards.py,2026-01-10T02:45:59-05:00,2026-01-13T01:35:42-05:00
Validator,papertrail,Documentation,UserFacingDocValidator,Validator for user-facing documentation files.,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\user_facing.py,2026-01-10T02:45:59-05:00,2026-01-13T01:35:42-05:00
Validator,papertrail,Documentation,UserGuideValidator,Validates user guide documents (doc_type: guide),active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\user_facing.py,2026-01-10T02:45:59-05:00,2026-01-13T01:35:42-05:00
Validator,papertrail,Session,InfrastructureDocValidator,Validator for infrastructure documentation files.,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\infrastructure.py,2026-01-10T02:45:59-05:00,2026-01-10T05:13:58-05:00
Validator,papertrail,Session,MigrationDocValidator,Validator for migration documentation files.,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\migration.py,2026-01-10T02:45:59-05:00,2026-01-10T05:13:58-05:00
Validator,papertrail,Session,SessionDocValidator,Validator for session documentation files.,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\session.py,2026-01-10T02:45:59-05:00,2026-01-10T05:13:58-05:00
Validator,papertrail,Session,SystemDocValidator,Validator for system documentation files.,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\system.py,2026-01-10T02:45:59-05:00,2026-01-10T04:55:19-05:00
Validator,papertrail,Workflow,AnalysisValidator,Validator for project analysis JSON files,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\analysis.py,2026-01-10T15:09:01-05:00,2026-01-10T15:09:01-05:00
Validator,papertrail,Workflow,ExecutionLogValidator,Validator for execution log JSON files,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\execution_log.py,2026-01-10T15:02:19-05:00,2026-01-10T15:02:19-05:00
Validator,papertrail,Workflow,PlanValidator,Validates implementation plans against schema and quality checklist.,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\plan.py,2026-01-10T04:46:59-05:00,2026-01-10T04:46:59-05:00
Validator,papertrail,Workflow,WorkorderDocValidator,Validates workorder documentation generated by coderef-workflow,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\workorder.py,2026-01-10T02:45:59-05:00,2026-01-10T03:54:52-05:00
Workflow,Multi-Component,Feature Implementation,Complete Feature Implementation,End-to-end workflow from planning to completion (3 phases: Plan Execute Complete),active,/create-workorder → /execute-plan → /complete-workorder,,
Workflow,System,Release,Git Release Workflow,Tag version update changelog create release (3 phases: Prepare Tag Publish),active,git tag → /add-changelog-entry → gh release create,,
Workflow,coderef-docs,Documentation,Documentation Update,Update foundation docs when code changes (3 phases: Scan Generate Validate),active,/scan-codebase → /generate-foundation-docs → /validate-document,,
Workflow,coderef-workflow,Coordination,Multi-Agent Session,Create and manage multi-agent session (4 steps: Structure Agents Execute Track),active,/create-session → agent execution → /track-plan-execution,,
